Source,Content,EventId,EventTemplate
Android,"userActivityNoUpdateLocked: eventTime=261850777, event=2, flags=0x0, uid=1000",E1332,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>"
Android,"onTouchEvent::0, x=271.0, y=14.0",E1169,"onTouchEvent::<*>, x=<*>, y=<*>"
Android,schedulePeek,E1245,schedulePeek
Android,getRingtonePlayer...,E1015,getRingtonePlayer...
Android,disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >,E967,disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >
Android,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true",E1324,"updateLightsLocked,mInCall =<*>,mScreenOn = <*>,ledNotification == null?true"
Android,"updateLightsLocked,turn off notificationLight",E1325,"updateLightsLocked,turn off notificationLight"
Android,"overlapAmount:196.0, previousNotificationEnd:0.0, newYTranslation:-196.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-529",E1173,"overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>"
Android,"state.clipTopAmount:180, i:0",E1289,"state.clipTopAmount:<*>, i:<*>"
Android,"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-529.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,updateDimmedActivatedHideSensitive overlap:true,E1321,updateDimmedActivatedHideSensitive overlap:<*>
Android,"setSystemUiVisibility vis=40000600 mask=ffffffff oldVal=40000500 newVal=40000600 diff=300 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",E1267,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
Android,"notifyUiVisibilityChanged:vis=0x40000600, SystemUiVisibility=0x40000600",E1153,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>"
Android,onExpandingStarted,E1158,onExpandingStarted
Android,onTrackingStarted,E1170,onTrackingStarted
Android,Destroying surface Surface(name=com.tencent.qt.qtl/com.tencent.qt.qtl.activity.info.NewsDetailXmlActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,E355,Destroying surface Surface(name=<*>) called by <*>
Android,"overlapAmount:146.0, previousNotificationEnd:0.0, newYTranslation:-146.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-479",E1173,"overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>"
Android,"state.clipTopAmount:130, i:0",E1289,"state.clipTopAmount:<*>, i:<*>"
Android,"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-479.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"overlapAmount:119.0, previousNotificationEnd:0.0, newYTranslation:-119.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-452",E1173,"overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>"
Android,"state.clipTopAmount:103, i:0",E1289,"state.clipTopAmount:<*>, i:<*>"
Android,"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-452.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"overlapAmount:85.0, previousNotificationEnd:0.0, newYTranslation:-85.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-418",E1173,"overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>"
Android,"state.clipTopAmount:69, i:0",E1289,"state.clipTopAmount:<*>, i:<*>"
Android,"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-418.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"overlapAmount:46.0, previousNotificationEnd:0.0, newYTranslation:-46.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-379",E1173,"overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>"
Android,"state.clipTopAmount:30, i:0",E1289,"state.clipTopAmount:<*>, i:<*>"
Android,"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-379.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"overlapAmount:5.0, previousNotificationEnd:0.0, newYTranslation:-5.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-338",E1173,"overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>"
Android,"state.clipTopAmount:-1, i:0",E1289,"state.clipTopAmount:<*>, i:<*>"
Android,"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-338.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-293.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-250.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"onTouchEvent::1, x=296.0, y=327.0",E1169,"onTouchEvent::<*>, x=<*>, y=<*>"
Android,cancelPeek: false,E895,cancelPeek: <*>
Android,"flingToHeight: vel=2849.079, expand=true, target=553.0, collapseSpeedUpFactor=1.0, expandBecauseOfFalsing=false",E989,"flingToHeight: vel=<*>, expand=<*>, target=<*>, collapseSpeedUpFactor=<*>, expandBecauseOfFalsing=<*>"
Android,onTrackingStopped: true,E1171,onTrackingStopped: <*>
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-240.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-200.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-168.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-139.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-113.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-90.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-72.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-55.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-40.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-29.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-11.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-6.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-2.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-1.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,onExpandingFinished,E1157,onExpandingFinished
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,Sending non-protected broadcast com.android.systemui.statusbar.visible.change from system 2227:com.android.systemui/u0a37 pkg com.android.systemui,E671,Sending non-protected broadcast <*> from system <*>:<*> pkg <*>
Android,logNotificationVisibilityChanges runInThread start,E1103,logNotificationVisibilityChanges runInThread start
Android,onNotificationVisibilityChanged called,E1164,onNotificationVisibilityChanged called
Android,logNotificationVisibilityChanges runInThread over,E1102,logNotificationVisibilityChanges runInThread over
Android,isSimPinSecure mSimDatas is null or empty,E1085,isSimPinSecure mSimDatas is <*> or empty
Android,registerCallback not in UI.,E1209,registerCallback not in UI.
Android,android.util.AndroidRuntimeException: Must execute in UI,E115,<*>: Must execute in UI
Android,*** register callback for com.android.systemui.statusbar.policy.KeyguardMonitor@712d093,E9,*** register callback for <*>@<*>
Android,*** unregister callback for null,E10,*** unregister callback for <*>
Android,[PhoneIntfMgr] getDataEnabled: subId=1 phoneId=1,E814,[PhoneIntfMgr] getDataEnabled: subId=<*> phoneId=<*>
Android,[PhoneIntfMgr] getDataEnabled: subId=1 retVal=true,E815,[PhoneIntfMgr] getDataEnabled: subId=<*> retVal=<*>
Android,"userActivityNoUpdateLocked: eventTime=261851646, event=2, flags=0x0, uid=1000",E1332,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>"
Android,"onInterceptTouchEvent MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=317.0, y[0]=419.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=261851646, downTime=261851646, deviceId=3, source=0x1002 }, mBlockTouches=false",E1160,"onInterceptTouchEvent MotionEvent { action=ACTION_DOWN, actionButton=<*>, id[<*>]=<*>, x[<*>]=<*>, y[<*>]=<*>, toolType[<*>]=TOOL_TYPE_FINGER, buttonState=<*>, metaState=<*>, flags=<*>, edgeFlags=<*>, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=<*> }, mBlockTouches=<*>"
Android,"onInterceptTouchEvent MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=317.0, y[0]=419.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=261851713, downTime=261851646, deviceId=3, source=0x1002 }, mBlockTouches=false",E1161,"onInterceptTouchEvent MotionEvent { action=ACTION_UP, actionButton=<*>, id[<*>]=<*>, x[<*>]=<*>, y[<*>]=<*>, toolType[<*>]=TOOL_TYPE_FINGER, buttonState=<*>, metaState=<*>, flags=<*>, edgeFlags=<*>, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=<*> }, mBlockTouches=<*>"
Android,playSoundEffect   effectType: 0,E1183,playSoundEffect effectType: <*>
Android,"animateCollapsePanels:flags=2, force=true, delayed=true, mExpandedVisible=true",E856,"animateCollapsePanels:flags=<*>, force=<*>, delayed=<*>, mExpandedVisible=<*>"
Android,START u0 {act=com.tencent.mobileqq.action.MAINACTIVITY flg=0x14000000 cmp=com.tencent.mobileqq/.activity.SplashActivity (has extras)} from uid 10111 on display 0,E650,START u0 {act=<*> flg=<*> cmp=<*> (has extras)} from uid <*> on display <*>
Android,"ActivityRecord info: ActivityInfo{d1c8e63 com.tencent.mobileqq.activity.SplashActivity}, euid: 0",E210,"ActivityRecord info: ActivityInfo{<*> <*>}, euid: <*>"
Android,"setSystemUiVisibility vis=40000500 mask=ffffffff oldVal=40000600 newVal=40000500 diff=300 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",E1267,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
Android,"acquire lock=189667585, flags=0x1, tag=""*launch*"", name=android, ws=WorkSource{10111}, uid=1000, pid=1702",E849,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
Android,onNotificationClick called,E1162,onNotificationClick called
Android,"cancelNotification,index:0",E890,"cancelNotification,index:<*>"
Android,"cancelNotification,cancelNotificationLocked,callingUid = 10037,callingPid = 2227",E889,"cancelNotification,cancelNotificationLocked,callingUid = <*>,callingPid = <*>"
Android,"cancelNotificationLocked called,tell the app,reason = 1",E891,"cancelNotificationLocked called,tell the app,reason = <*>"
Android,cancelNotificationLocked:0|com.tencent.mobileqq|121|null|10111,E893,cancelNotificationLocked:<*>|<*>|<*>|<*>|<*>
Android,"cancelNotificationLocked,remove =com.tencent.mobileqq",E892,"cancelNotificationLocked,remove =<*>"
Android,applyOptionsLocked: Unknown animationType=0,E859,applyOptionsLocked: Unknown animationType=<*>
Android,"flingToHeight: vel=0.0, expand=false, target=0.0, collapseSpeedUpFactor=1.0, expandBecauseOfFalsing=false",E989,"flingToHeight: vel=<*>, expand=<*>, target=<*>, collapseSpeedUpFactor=<*>, expandBecauseOfFalsing=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-21.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-43.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"Taking screenshot from Surface with crop:[Rect(0, 48 - 720, 1208)], width:[432], height:[696], minLayer:[21085], maxLayer:[21085], inRotation:[false], rot:[0]",E718,"Taking screenshot from Surface with crop:[Rect(<*>, <*> - <*>, <*>)], width:[<*>], height:[<*>], minLayer:[<*>], maxLayer:[<*>], inRotation:[<*>], rot:[<*>]"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-70.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-102.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-178.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-222.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-270.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,removeNotification:0|com.tencent.mobileqq|121|null|10111,E1218,removeNotification:<*>|<*>|<*>|<*>|<*>
Android,"updateNotificationShade: total=0, active=0",E1326,"updateNotificationShade: total=<*>, active=<*>"
Android,"animateCollapsePanels:flags=0, force=false, delayed=false, mExpandedVisible=true",E856,"animateCollapsePanels:flags=<*>, force=<*>, delayed=<*>, mExpandedVisible=<*>"
Android,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-321.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
Android,The change in focus caused us to need to do a layout begin,E727,The change in focus caused us to need to do a layout begin
Android,The change in focus caused us to need to do a layout end,E728,The change in focus caused us to need to do a layout end
Android,"overlapAmount:95.0, previousNotificationEnd:0.0, newYTranslation:-95.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-428",E1173,"overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>"
Android,"state.clipTopAmount:79, i:0",E1289,"state.clipTopAmount:<*>, i:<*>"
Android,"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-428.0",E1320,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
